6380,Data Mining,"A broad introduction to data mining methods and an exploration of research problems in data mining and its applications in complex real-world domains. Approaches include association and classification rule learning, tree learning, neural network and Bayesian methods, support vector machines, clustering, and ensemble learning.",Not offered on a regular basis
6470,Algorithms,"Algorithms, covering basic analysis techniques, basic design techniques (divide-­and-­conquer, dynamic programming, greedy), basic and advanced graph algorithms, and NP -­completeness theory.",Offered every year
6480,Approximation Algorithms,This is a graduate-level course on algorithms for finding approximate solutions to NP-complete problems. It introduces the class NP and explores the importance of the NP-complete problems. Approaches for finding approximate.,Not offered on a regular basis
6490,Algorithms for Computational Biology,"Application of discrete algorithms to computational problems in molecular biology. Topics are drawn from such areas as classical sequence comparison, multiple sequence alignment, DNA sequence assembly, DNA physical mapping, genome rearrangement, evolutionary tree construction, and protein folding. Background in molecular biology is not required.",Not offered on a regular basis
6500,Programming Languages,"Several modern programming languages and the paradigm -- procedural programming, object-oriented programming, functional programming, and logic programming -- that each strives to accommodate. Projects involve at least three languages.",Not offered on a regular basis
6520,Functional Programming,"The functional programming paradigm: functions and types, type inference and polymorphism, higher order functions and recursion, evaluation strategies, abstract data types and modules, lists, trees, and lazy data structures, reasoning about functional programs.",Not offered on a regular basis
6530,Introduction to Robotics,"Introduction to hardware and software involved in autonomous mobile robotics. Course content emphasizes the mathematical and statistical models related to robotic perception and motion, associated algorithms, and their programming in computer-simulated environments. Course structure involves classroom instruction, written and programming assignments, and exams. \n The two major issues dealt with are: (1) cognitive behavior, and (2) motion. Cognitive behavior addresses problem solving using sensory inputs and desired goals. Motion deals with aspects of movement from simple robotic arm movement to autonomous rovers in unknown environments.",Not offered on a regular basis
6540,Symbolic Programming,"Programming in LISP and PROLOG, with emphasis on artificial intelligence techniques. Other languages used for artificial intelligence work will be presented more briefly.",Not offered on a regular basis
6550,Artificial Intelligence,"An introduction to the fundamental concepts in computer science, including algorithms and logic, and the theoretical foundations in philosophy that define the field of artificial intelligence. \n An introduction to the fundamental concepts in computer science, including algorithms and logic, and the theoretical foundations in philosophy that define the field of artificial intelligence.",Not offered on a regular basis
6560,Evolutionary Computation and Its Applications,An in-­depth introduction to evolutionary computation methods and an exploration of research problems in evolutionary computation and its applications which may lead to work on a project or a dissertation.,Not offered on a regular basis
6570,Compilers,"Design and implementation of compilers for high-­level programming languages. Topics include all phases of a typical compiler, including scanning, parsing, semantic analysis, intermediate code generation, code optimization, and code generation. Students design and develop a compiler for a small programming language. Emphasis is placed on using compiler development tools.",Not offered on a regular basis
6612,Introduction to Quantum Computation,An introduction to quantum computation. \n An introduction to quantum computation.,Not offered on a regular basis
6670,Combinatorics,"Basic counting principles: permutations, combinations, probability, occupancy problems, and binomial coefficients. More sophisticated methods include generating functions, recurrence relations, inclusion/exclusion principle, and the pigeonhole principle. Additional topics include asymptotic enumeration, Polya counting theory, combinatorial designs, coding theory, and combinatorial optimization.",Fall of every even-numbered year
6690,Graph Theory,"Elementary theory of graphs and digraphs. Topics include connectivity, reconstruction, trees, Euler's problem, hamiltonicity, network flows, planarity, node and edge colorings, tournaments, matchings, and extremal graphs. A number of algorithms and applications are included.",Spring of every even-numbered year
6730,Operating Systems,"Coverage of the key concepts in modern operating systems. Specific topics include process management, synchronization mechanisms, scheduling strategies, deadlock detection/avoidance, memory management, file systems, protection and security, and distributed systems. Concepts will be reinforced through programming projects using a realistic operating system.",Fall
6740,Real-Time Scheduling for Internet of Things,"Basic concepts of real-time systems with an emphasis on scheduling issues. Consideration of both offline and online scheduling. Online schedules will include static and dynamic priority systems, with and without allowing preemption. Also, consideration of resource sharing and multiprocessor scheduling. Course will include programming projects on a microprocessor.",Not offered on a regular basis
6760,Computer Networks,"In-­depth coverage of computer networks, including: digital data transmission and encoding, layered protocol models, Internet protocol, Internet client-­server software, and network design methodology.",Spring
6770,Ubiquitous Computing,"Introduces the technologies required to develop mobile and ubiquitous computing applications, including communication protocols, naming and location management, replication and consistency management, security and privacy, content adaptation, and battery power management.",Not offered on a regular basis
6780,Distributed Computing Systems,"The fundamental concepts in distributed computing and the practical techniques for building distributed systems. Topics include distributed computing models, naming, synchronization, replication and consistency, fault tolerance, and security. Widely deployed distributed systems are used as case studies. Students design, implement, and analyze prototype systems.",Spring
6795,Cloud Computing,"Introduction to cloud computing for undergraduate and graduate students. Topics include virtualization, data centers, virtual machines, cloud service models, public vs. private vs. hybrid clouds, open stack, container and orchestration infrastructure, cloud storage, mobile cloud, IoT, and big data. Students also learn how to design, implement, and test cloud applications.",Not offered on a regular basis
6800,Human-Computer Interaction,"Issues in the design, development, and evaluation of user interfaces for computer systems. Concepts in human factors, usability, and interface design, and the effects of human capabilities and limitations on interaction with computer systems.",Not offered on a regular basis
6810,Computer Graphics,"Principles of two-dimensional and three-dimensional interactive graphics. Principles of scan conversion algorithms for two-dimensional and three-dimensional graphics primitives; image data structures and modeling techniques; visual realism, data storage/retrieval, compression, parallel computing for graphics.",Fall
6830,Virtual Reality,"Introduction to the technology and techniques used in virtual environments (also known as virtual reality). Students will gain knowledge about the latest innovations in this field, will understand the important research issues and methodologies for VEs, and will have the opportunity to gain practical experience with the hardware and software used to create VE applications.",Spring of every even-numbered year
6835,Introduction to Computational Biology,"Brings together computer science, machine learning, and computer vision analysis techniques. Introduces basic programming concepts within the context of scientific discovery and applying those concepts to current problems in biology using the Python ecosystem.",Not offered on a regular basis
6840,Signal Processing,"Introduction to signal processing. Students will learn basic concepts, algorithms, and software tools for multidimensional signal representation, processing and analysis. 1-D, 2-D, 3-D, and 4-D signal processing techniques and applications will be discussed.",Not offered on a regular basis
6850,Biomedical Image Analysis,"This course introduces standard approaches to biomedical analysis, including basic concepts of biomedical imaging, basic algorithms, principles of software systems, and their applications. Biomedical analysis software tools will be used in hands-on projects.",Not offered on a regular basis
6900,Special Topics in Computer Science,Various advanced topics in computer science.,Not offered on a regular basis
6950,Directed Study in Computer Science,"Content will vary in response to the interests, needs, and capability of the students and faculty involved. Individual, guided study in computer science.",Fall/Spring/Summer
7000,Master's Research,Research while enrolled for a master's degree under the direction of faculty members.,Fall/Spring/Summer
7005,Graduate Student Seminar,Advanced supervised experience in an applied setting. This course may not be used to satisfy a student's approved program of study.,Fall/Spring/Summer
7007,Internship in Computer Science Business/Industry,"Internship in a professional setting allowing the student to integrate his/her educational experience with real-world situations in software development, database technology, hardware design, networks, etc. \n This course/program fulfills the Experiential Learning Requirements for students with majors in Franklin College. To see if it satisfies the requirement for non-Franklin students, check http://engage.uga.edu/ and search under the Experiential Learning tab.",Fall/Spring/Summer
7010,Computer Programming,"Algorithms, programs, and computing systems. Topics studied include: fundamental techniques of program development and supportive software tools; and programming projects and applications in a structured computer language. Hands-on experience using microcomputers.",Not offered on a regular basis
7100,Technical Report,Preparation of a technical report to satisfy requirements for the MAMS degree.,Fall/Spring/Summer
7200,Master's Project,"Applied research project under the direction of the major professor for the Computer Science Non-thesis MS degree. As part of the requirements, a comprehensive report must be prepared detailing the student's procedures and findings regarding the completed project work.",Fall/Spring/Summer
7300,Master's Thesis,Thesis writing under the direction of the major professor.,Fall/Spring/Summer
7310,Web Composing and Scripting,"Web site design from a technical viewpoint. Covers applicable network protocols; HTML, CSS, XML, and JavaScript; Web standards and cross-browser compatibility issues; code development and debugging techniques; server-side scripting; database-driven Web applications; navigation and usability concerns; search engine optimization; and security concerns.",Not offered on a regular basis
8000,Advanced Special Topics in Computer Science,Various advanced and current topics in computer science.,Not offered on a regular basis
8050,Knowledge-Based Systems,"Theory and practice of knowledge based system construction with particular emphasis on rule-based expert systems. Topics include KBS fundamentals, knowledge representation, knowledge base construction, knowledge integration in databases, inference engines, reasoning from incomplete or uncertain information, intelligent decision support, and user tools & interfaces.",Not offered on a regular basis
8060,Advanced Software Engineering,"Analysis of advanced methods in software engineering. Emphasis is placed on formal specification methods, advanced software testing, software reuse, distributed software design, and communication protocol specification. Studies include advanced software development tools and systems.",Not offered on a regular basis
8140,Parallel Processing and Computational Science,"Topics include computer architectures, interconnection networks, basic concepts in parallel computing, parallel algorithms, matrix multiplications, solving systems of equations, parallel direct and iterative methods, programming on different parallel architectures, and applications.",Not offered on a regular basis
8150,Advanced Numerical Methods and Scientific Computing,"Advanced numerical methods for solving problems in science and engineering. Computationally-oriented course guiding students by modeling, choosing appropriate numerical methods, implementing the methods and analyzing the numerical results by visualization tools. Topics include computer architectures, interconnection networks, basic concepts in parallel computing, parallel algorithms, matrix multiplications, solving systems of equations, parallel direct and iterative methods, programming on different parallel architectures, and applications.",Not offered on a regular basis
8220,Parallel and Distributed Simulation,"This course is an introduction to the field of simulation, specifically we will focus on parallel and distributed simulation (pads). We will cover the foundational algorithms and techniques that have been developed over the last 25 years up to and including the current state of the art. Topics will range from synchronization algorithms, data distribution techniques, parallel and distributed applications running on top of simulation executives to high-performance analytic simulation and distributed virtual environments. In addition establishing a comprehensive theoretical framework you will extend the current research through a hands-on projects.",Not offered on a regular basis
8240,Software Security and Cyber Forensics,"Exploration of both the foundation and recent advances in software security and cyber forensics. Topics will include software vulnerability analysis, advanced attack and defense techniques, cybercrime investigation and forensics, and security and forensics in different platforms (e.g., mobile, cloud computing, web application).",Not offered on a regular basis
8250,Advanced Cyber Security,"Recent advances in computer networks and system security. Fast and secure network systems, secure storage systems, high performance intrusion detection systems, and efficient anti-abuse systems.",Not offered on a regular basis
8260,Computer Network Attacks and Defenses,This is an advanced course on computer and network security. The course will mainly focus on reading and analyzing recent top- tier research publications in the field of computer security and privacy and on the research and development of systems that can enforce security and privacy in the real world.,Not offered on a regular basis
8350,Enterprise Integration,"Technical information management aspects of enterprise integration using recent advances in workflow management, database management, distributed systems, and information systems areas of computer science. Topics include federated/multidatabase architectures and systems for integration of distributed, heterogeneous, and autonomous databases, business process modeling and workflow automation. Large group project.",Not offered on a regular basis
8360,Data Science Practicum,"Advanced data science techniques for analyzing large-scale data in distributed environments. Students will develop scalable algorithms in frameworks such as Spark and Flink. This course is team-based, involving several mini-projects over the course of the semester with a competition as the final project.",Not offered on a regular basis
8370,Advanced Database Systems,"Advanced study of database systems. The course focuses on concepts, algorithms and technologies for relational, object-oriented and distributed database systems. Related technologies such as data warehouses and repositories will also be covered.",Not offered on a regular basis
8380,Advanced Topics in Information Systems,"Advanced topics in information systems and databases. The two major issues dealt with are: (1) information integration and interoperability, and (2) novel database technologies. The first addresses the integration of autonomous and heterogeneous resources managing structured, semi-structured, and unstructured data. The second deals with the query formulation, and processing on heterogeneous content. Special attention will be given to emerging research areas fueled by the Web and related technologies. \n In this course you will learn what the Semantic Web is, and what its advocates believe it will eventually be able to do. You will be introduced to many useful Semantic Web languages and tools. In addition, other Semantic Web related topics such as web services, peer-to-peer systems and social networking will be discussed.",Not offered on a regular basis
8470,Advanced Algorithms,"This course investigates data structures, methods, technques, and theories for algorithm analysis and design. Topics include: advanced data structures and algorithms for graph, string, geometric, and operations research problems; algorithms on parallel computational models; and parameterized, randomized, approximation, and heuristic algorithms to cope with NP-completeness.",Not offered on a regular basis
8530,Advanced Topics in Robotics,"This is primarily a research-oriented and seminar-style course covering topics of robotics in field and service industries, urban search and rescue, and applications in nuclear environments and logistics. It enables students to understand, devise, and solve problems in advanced robotics applications.",Not offered on a regular basis
8535,Multi-Robot Systems,"This is primarily a research oriented, seminar-style course covering the topics of control, communication, cooperation, and coordination aspects in multi-robot systems. It enables students to understand, devise, and solve problems in multi-robot systems and will include project-based assignments.",Not offered on a regular basis
8570,Natural Language Processing Techniques,Human language from a computational point of view; algorithms and techniques for computer understanding of human-language input.,Not offered on a regular basis
8610,Topics in Theoretical Computer Science,"Advanced topics in theoretical computer science. The selection of topics varies from year to year. Areas may include, but are not limited to, denotational semantics, complexity theory, recursion theory, and discrete algorithms.",Not offered on a regular basis
8612,Topics in Quantum Computation,The selection of topics varies from year to year. Students will make presentations based on journal articles or original research.,Not offered on a regular basis
8615,Quantum Information Science Seminar,Discussion of contemporary topics in quantum computing and quantum information.,Not offered on a regular basis
8650,Logic and Logic Programming,"Theoretical foundations of automated reasoning and logic programming. Topics covered include propositional logic, predicate logic, first-order models, resolution principles, logic programming paradigms, nonmonotonic reasoning.",Not offered on a regular basis
8720,Advanced Computer Architecture,"Advanced and high-performance computer architecture. Topics covered include hierarchical memory design, cache memory design, pipelining, vector processing and parallel processing. Case studies of vector processors and multi-processor architectures: shared memory, distributed memory, data parallel (SIMD) and control parallel (MIMD) architectures, and heterogeneous parallel computing on a network of workstations.",Not offered on a regular basis
8730,Advanced Operating Systems,Software systems geared at supporting parallel and distributed computing. Programming language support will focus on simple and efficient ways to express parallel programs. Compiler and operating system support will focus on new optimizations to make parallel programs execute more efficiently.,Not offered on a regular basis
8740,Advanced Topics in Real-Time Scheduling,"Advanced topics in real-time systems with an emphasis on scheduling issues. Topics will be different each semester. Possible topics include: multiprocessor scheduling, power-aware scheduling, application-specific scheduling (e.g., multimedia scheduling issues).",Not offered on a regular basis
8780,Advanced Topics in Distributed Systems,"The design and implementation of a wide class of distributed systems. The selection of topics will vary from year to year. Topics may include, but are not limited to, distributed file systems, peer-to-peer systems, distributed spam processing, content delivery networks, and security and privacy. \n Distributed systems have become widely pervasive and are having a tremendous impact on various domains of human activity. Today's distributed systems range from ad-hoc networks comprising of tiny sensor devices, to overlay networks such as peer-to-peer systems, to massive web farms of powerful servers. The research in the area of distributed systems has focused on achieving better performance, reliability, security, and privacy of various kinds of distributed data processing applications. In this course we will study the design, implementation and evaluation of a wide class of distributed systems including edge cache networks, multimedia content distribution networks, peer-to-peer systems, publish-subscribe systems, stream processing systems, mobile systems and sensor networks, with the objective of gaining an in-depth understanding of the requirements and the design options.",Not offered on a regular basis
8790,Advanced Topics in Data Intensive Computing,"Modern computing applications require storage, management, and processing of petabytes of data. The data is not only extremely diverse, ranging from unstructured text and relational tables to complex graphs, but it is also dynamic. This course focuses on developing scalable architectures, algorithms, and techniques for supporting various data intensive applications.",Not offered on a regular basis
8795,Advanced Topics in Cloud Computing,"This advanced course in cloud computing investigates the research that leads to the creation of “clouds” and includes in-depth discussion for new research that will soon be reflected in real- world clouds. Topics include cloud infrastructure, microservices, cloud functions, cloud-based large-scale machine learning and AI, and cloud IoT.",Not offered on a regular basis
8810,Image Processing and Computer Graphics,"Image processing and computer graphics. Topics include: image representation, restoration, transformation, classification, compression, enhancement, segmentation, image filter, design, histogram techniques, sampling and quantization, Fast Fourier Transform, image data structures, parallel/distributed processing, illumination models and surface-rendering methods. A number of applications will be presented as case studies.",Not offered on a regular basis
8820,Computer Vision and Pattern Recognition,"Low-level and high-level vision including edge detection, connected component labeling, boundary detection, segmentation, stereopsis, motion analysis, and object recognition. Knowledge representation, knowledge retrieval and reasoning techniques in computer vision. Parallel computing, parallel architectures and neural computing for computer vision.",Not offered on a regular basis
8840,Advanced Image Analysis,"Gain in-depth understanding, knowledge, and the ability to apply cutting-edge methods to process and quantitatively analyze images. This class presents modern image analysis tools, including wavelets, adaptive filters, active contours, and fractals. An important aspect is the design of unsupervised image analysis chains.",Not offered on a regular basis
8850,Advanced Biomedical Image Analysis,"Introduction to advanced approaches to, and applications of, biomedical image analysis, including imaging biomarker discovery, computer-aided diagnosis, computer-aided follow-up, image-guided therapy, molecular imaging, functional imaging, and translational imaging. Advanced applications of state-of- the-art biomedical image analysis software systems will be emphasized.",Not offered on a regular basis
8860,Biomedical Informatics,"This course introduces advanced topics and applications of biomedical informatics, including health informatics systems, imaging informatics systems, computer-aided diagnosis, computer-aided follow-up, and translational biomedical informatics systems. Advanced applications of state-of-the-art biomedical informatics software systems will be emphasized.",Not offered on a regular basis
8920,Decision Making Under Uncertainty,"Choosing optimally among different lines of actions is a key aspect of autonomy in artificial agents. The process by which an agent arrives at this choice is complex, particularly in environments that are noisy and/or shared with other agents. This course will focus on how to make optimal and approximately optimal decisions in multiagent settings. It will be self-contained, introducing relevant background literature such as aspects of probability and game theories.",Not offered on a regular basis
8940,Computational Intelligence,"Programs that solve complex problems in a particular domain, typically independent of knowledge used to direct the search for an optimal solution. Approaches include simulated annealing, genetic algorithms, neural networks.",Not offered on a regular basis
8945,Advanced Representation Learning,"Advanced representation learning algorithms in machine learning, from the traditional subspace learning models to the recent deep representation learning models. Applications in the fields of computer vision, data mining, and natural language processing will be covered.",Not offered on a regular basis
8950,Machine Learning,An in-depth introduction to machine learning methods and an exploration of research problems in machine learning and its applications which may lead to work on a project or a dissertation.,Not offered on a regular basis
8955,Advanced Data Analytics: Statistical Learning and Optimization,"Advanced topics in data analysis, with an emphasis on statistical learning and related optimization problems. The applications include regression, classification, and other tasks in image analysis. The lectures will be based on books and articles in the field of computer vision and medical image analysis.",Not offered on a regular basis
8960,Privacy-Preserving Data Analysis,"An introduction to the privacy preservation problems, as well as algorithmic and statistical techniques for data privacy, in modern data analysis, such as machine learning and data mining. Approaches include randomized algorithms, synthetic data generation, stability analysis, and so on.",Not offered on a regular basis
8965,Internet of Things Security,"Introduction to security problems associated with the emerging Internet of Things (IoT) technologies, including privacy disclosure and data manipulation. Topics studied include architectural differences leading to such issues, how adversaries launch attacks by either exploiting software vulnerabilities or physically hacking into the hardware, and mitigation techniques, such as trusted booting.",Not offered on a regular basis
8990,Research Seminar,Weekly research seminar. Students must attend and give at least one presentation at the seminar.,Fall/Spring/Summer
9000,Doctoral Research,Research while enrolled for a doctoral degree under the direction of faculty members.,Fall/Spring/Summer
9005,Doctoral Graduate Student Seminar,Advanced supervised experience in an applied setting. This course may not be used to satisfy a student's approved program of study.,Fall/Spring/Summer
9300,Doctoral Dissertation,Dissertation writing under the direction of the major professor.,Fall/Spring/Summer
